00BL               20231108                                                                                   
0601BLB0N       20240101000235100000005000 0000000000000013   
0601BLB0N       20240101000240100000005000 0000000000000012   
0601BLB0N       20240101000245100000005000 0000000000000012   
0601BLB0N       20240101000250100000005000 0000000000000012   
0601BLB0N       20240101000255100000005000 0000000000000012   
0601BLB0N       20240101000260100000005000 0000000000000015   
0601BLB0N       20240101000265100000005000 0000000000000056   
0601BLB0N       20240101000270100000005000 0000000000000055   
0601BLB0N       20240101000275100000005000 0000000000000058   
0601BLB0N       20240101000280100000005000 0000000000000057   
0601BLB0N       20240101000285100000005000 0000000000000056   
0601BLB0N       20240101000290100000005000 0000000000000058   
0601BLB0N       20240101000295100000005000 0000000000000057   
0601BLB0N       20240101000300100000005000 0000000000000060   
0601BLB0N       20240101000305100000005000 0000000000000059   
0601BLB0N       20240101000310100000005000 0000000000000061   
0601BLB0N       20240101000315100000005000 0000000000000060   
0601BLB0N       20240101000320100000005000 0000000000000062   
0601BLB0N       20240101000325100000005000 0000000000000061   
0601BLB0N       20240101000330100000005000 0000000000000063   
0601BLB0N       20240101000335100000005000 0000000000000062   
0601BLB0N       20240101000340100000005000 0000000000000064   
0601BLB0N       20240101000345100000005000 0000000000000063   
0601BLB0N       20240101000350100000005000 0000000000000062   
0601BLB0N       20240101000355100000005000 0000000000000064   
0601BLB0N       20240101000360100000005000 0000000000000066   
0601BLB0N       20240101000365100000005000 0000000000000065   
0601BLB0N       20240101000370100000005000 0000000000000064   
0601BLB0N       20240101000375100000005000 0000000000000072   
0601BLB0N       20240101000380100000005000 0000000000000081   
0601BLB0N       20240101000385100000005000 0000000000000083   
0601BLB0N       20240101000390100000005000 0000000000000092   
0601BLB0N       20240101000395100000005000 0000000000000096   
0601BLB0N       20240101000400100000005000 0000000000000102   
0601BLB0N       20240101000405100000005000 0000000000000106   
0601BLB0N       20240101000410100000005000 0000000000000114   
0601BLB0N       20240101000415100000005000 0000000000000122   
0601BLB0N       20240101000420100000005000 0000000000000076   
0601BLB0N       20240101000425100000005000 0000000000000084   
0601BLB0N       20240101000430100000005000 0000000000000092   
0601BLB0N       20240101000435100000005000 0000000000000098   
0601BLB0N       20240101000440100000005000 0000000000000106   
0601BLB0N       20240101000445100000005000 0000000000000116   
0601BLB0N       20240101000450100000005000 0000000000000122   
0601BLB0N       20240101000455100000005000 0000000000000131   
0601BLB0N       20240101000460100000005000 0000000000000138   
0601BLB0N       20240101000465100000005000 0000000000000145   
0601BLB0N       20240101000470100000005000 0000000000000154   
0601BLB0N       20240101000475100000005000 0000000000000163   
0601BLB0N       20240101000480100000005000 0000000000000170   
0601BLB0N       20240101000485100000005000 0000000000000178   
0601BLB0N       20240101000490100000005000 0000000000000187   
0601BLB0N       20240101000495100000005000 0000000000000195   
0601BLB0N       20240101000500100000005000 0000000000000203   
0601BLB0N       20240101000505100000005000 0000000000000211   
0601BLB0N       20240101000510100000005000 0000000000000219   
0601BLB0N       20240101000515100000005000 0000000000000226   
0601BLB0N       20240101000520100000005000 0000000000000233   
0601BLB0N       20240101000525100000005000 0000000000000241   
0601BLB0N       20240101000530100000005000 0000000000000250   
0601BLB0N       20240101000535100000005000 0000000000000257   
0601BLB0N       20240101000540100000005000 0000000000000265   
0601BLB0N       20240101000545100000005000 0000000000000272   
0601BLB0N       20240101000550100000005000 0000000000000281   
0601BLB0N       20240101000555100000005000 0000000000000289   
0601BLB0N       20240101000560100000005000 0000000000000297   
0601BLB0N       20240101000565100000005000 0000000000000305   
0601BLB0N       20240101000570100000005000 0000000000000311   
0601BLB0N       20240101000575100000005000 0000000000000319   
0601BLB0N       20240101000580100000005000 0000000000000326   
0601BLB0N       20240101000585100000005000 0000000000000335   
0601BLB0N       20240101000590100000005000 0000000000000343   
0601BLB0N       20240101000595100000005000 0000000000000350   
0601BLB0N       20240101000600100000005000 0000000000000357   
0601BLB0N       20240101000605100000005000 0000000000000365   
0601BLB0N       20240101000610100000005000 0000000000000372   
0601BLB0N       20240101000615100000005000 0000000000000381   
0601BLB0N       20240101000620100000005000 0000000000000387   
0601BLB0N       20240101000625100000005000 0000000000000395   
0601BLB0N       20240101000630100000005000 0000000000000403   
0601BLB0N       20240101000635100000005000 0000000000000411   
0601BLB0N       20240101000640100000005000 0000000000000419   
0601BLB0N       20240101000645100000005000 0000000000000428   
0601BLB0N       20240101000650100000005000 0000000000000435   
0601BLB0N       20240101000655100000005000 0000000000000444   
0601BLB0N       20240101000660100000005000 0000000000000451   
0601BLB0N       20240101000665100000005000 0000000000000460   
0601BLB0N       20240101000670100000005000 0000000000000467   
0601BLB0N       20240101000675100000005000 0000000000000475   
0601BLB0N       20240101000680100000005000 0000000000000482   
0601BLB0N       20240101000685100000005000 0000000000000490   
0601BLB0N       20240101000690100000005000 0000000000000498   
0601BLB0N       20240101000695100000005000 0000000000000506   
0601BLB0N       20240101000700100000005000 0000000000000514   
0601BLB0N       20240101000705100000005000 0000000000000522   
0601BLB0N       20240101000710100000005000 0000000000000529   
0601BLB0N       20240101000715100000005000 0000000000000537   
0601BLB0N       20240101000720100000005000 0000000000000545   
0601BLB0N       20240101000725100000005000 0000000000000554   
0601BLB0N       20240101000730100000005000 0000000000000561   
0601BLB0N       20240101000735100000005000 0000000000000569   
0601BLB0N       20240101000740100000005000 0000000000000576   
0601BLB0N       20240101000745100000005000 0000000000000585   
0601BLB0N       20240101000750100000005000 0000000000000593   
0601BLB0N       20240101000755100000005000 0000000000000601   
0601BLB0N       20240101000760100000005000 0000000000000609   
0601BLB0N       20240101000765100000005000 0000000000000616   
0601BLB0N       20240101000770100000005000 0000000000000624   
0601BLB0N       20240101000775100000005000 0000000000000632   
0601BLB0N       20240101000780100000005000 0000000000000639   
0601BLB0N       20240101000785100000005000 0000000000000646   
0601BLB0N       20240101000790100000005000 0000000000000654   
0601BLB0N       20240101000795100000005000 0000000000000661   
0601BLB0N       20240101000800100000005000 0000000000000669   
0601BLB0N       20240101000805100000005000 0000000000000676   
0601BLB0N       20240101000810100000005000 0000000000000683   
0601BLB0N       20240101000815100000005000 0000000000000691   
0601BLB0N       20240101000820100000005000 0000000000000698   
0601BLB0N       20240101000825100000005000 0000000000000706   
0601BLB0N       20240101000830100000005000 0000000000000712   
0601BLB0N       20240101000835100000005000 0000000000000720   
0601BLB0N       20240101000840100000005000 0000000000000726   
0601BLB0N       20240101000845100000005000 0000000000000734   
0601BLB0N       20240101000850100000005000 0000000000000741   
0601BLB0N       20240101000855100000005000 0000000000000748   
0601BLB0N       20240101000860100000005000 0000000000000755   
0601BLB0N       20240101000865100000005000 0000000000000762   
0601BLB0N       20240101000870100000005000 0000000000000769   
0601BLB0N       20240101000875100000005000 0000000000000776   
0601BLB0N       20240101000880100000005000 0000000000000783   
0601BLB0N       20240101000885100000005000 0000000000000790   
0601BLB0N       20240101000890100000005000 0000000000000797   
0601BLB0N       20240101000895100000005000 0000000000000804   
0601BLB0N       20240101000900100000005000 0000000000000811   
0601BLB0N       20240101000905100000005000 0000000000000819   
0601BLB0N       20240101000910100000005000 0000000000000825   
0601BLB0N       20240101000915100000005000 0000000000000833   
0601BLB0N       20240101000920100000005000 0000000000000840   
0601BLB0N       20240101000925100000005000 0000000000000846   
0601BLB0N       20240101000930100000005000 0000000000000854   
0601BLB0N       20240101000935100000005000 0000000000000861   
0601BLB0N       20240101000940100000005000 0000000000000868   
0601BLB0N       20240101000945100000005000 0000000000000875   
0601BLB0N       20240101000950100000005000 0000000000000881   
0601BLB0N       20240101000955100000005000 0000000000000888   
0601BLB0N       20240101000960100000005000 0000000000000895   
0601BLB0N       20240101000965100000005000 0000000000000901   
0601BLB0N       20240101000970100000005000 0000000000000908   
0601BLB0N       20240101000975100000005000 0000000000000915   
0601BLB0N       20240101000980100000005000 0000000000000921   
0601BLB0N       20240101000985100000005000 0000000000000928   
0601BLB0N       20240101000990100000005000 0000000000000934   
0601BLB0N       20240101000995100000005000 0000000000000940   
0601BLB0N       20240101001000100000005000 0000000000000947   
0601BLB0N       20240101001005100000005000 0000000000000953   
0601BLB0N       20240101001010100000005000 0000000000000959   
0601BLB0N       20240101001015100000005000 0000000000000965   
0601BLB0N       20240101001020100000005000 0000000000000971   
0601BLB0N       20240101001025100000005000 0000000000000977   
0601BLB0N       20240101001030100000005000 0000000000000983   
0601BLB0N       20240101001035100000005000 0000000000000990   
0601BLB0N       20240101001040100000005000 0000000000000996   
0601BLB0N       20240101001045100000005000 0000000000001002   
0601BLB0N       20240101001050100000005000 0000000000001008   
0601BLB0N       20240101001055100000005000 0000000000001015   
0601BLB0N       20240101001060100000005000 0000000000001021   
0601BLB0N       20240101001065100000005000 0000000000001027   
0601BLB0N       20240101001070100000005000 0000000000001033   
0601BLB0N       20240101001075100000005000 0000000000001039   
0601BLB0N       20240101001080100000005000 0000000000001045   
0601BLB0N       20240101001085100000005000 0000000000001051   
0601BLB0N       20240101001090100000005000 0000000000001057   
0601BLB0N       20240101001095100000005000 0000000000001063   
0601BLB0N       20240101001100100000005000 0000000000001069   
0601BLB0N       20240101001105100000005000 0000000000001075   
0601BLB0N       20240101001110100000005000 0000000000001080   
0601BLB0N       20240101001115100000005000 0000000000001086   
0601BLB0N       20240101001120100000005000 0000000000001092   
0601BLB0N       20240101001125100000005000 0000000000001098   
0601BLB0N       20240101001130100000005000 0000000000001104   
0601BLB0N       20240101001135100000005000 0000000000001109   
0601BLB0N       20240101001140100000005000 0000000000001115   
0601BLB0N       20240101001145100000005000 0000000000001121   
0601BLB0N       20240101001150100000005000 0000000000001126   
0601BLB0N       20240101001155100000005000 0000000000001132   
0601BLB0N       20240101001160100000005000 0000000000001137   
