00SG               20231206                                                                                   
0601SGH6Y       20240101000230100000005000 0600000050000022   
0601SGH6Y       20240101000235100000005000 0600000050000021   
0601SGH6Y       20240101000240100000005000 0600000050000021   
0601SGH6Y       20240101000245100000005000 0600000050000020   
0601SGH6Y       20240101000250100000005000 0600000050000020   
0601SGH6Y       20240101000255100000005000 0600000050000019   
0601SGH6Y       20240101000260100000005000 0600000050000019   
0601SGH6Y       20240101000265100000005000 0600000050000019   
0601SGH6Y       20240101000270100000005000 0600000050000018   
0601SGH6Y       20240101000275100000005000 0600000050000018   
0601SGH6Y       20240101000280100000005000 0600000050000018   
0601SGH6Y       20240101000285100000005000 0600000050000017   
0601SGH6Y       20240101000290100000005000 0600000050000017   
0601SGH6Y       20240101000295100000005000 0600000050000017   
0601SGH6Y       20240101000300100000005000 0600000050000017   
0601SGH6Y       20240101000305100000005000 0600000050000016   
0601SGH6Y       20240101000310100000005000 0600000050000016   
0601SGH6Y       20240101000315100000005000 0600000050000016   
0601SGH6Y       20240101000320100000005000 0600000050000016   
0601SGH6Y       20240101000325100000005000 0600000050000015   
0601SGH6Y       20240101000330100000005000 0600000050000015   
0601SGH6Y       20240101000335100000005000 0600000050000015   
0601SGH6Y       20240101000340100000005000 0600000050000015   
0601SGH6Y       20240101000345100000005000 0600000050000014   
0601SGH6Y       20240101000350100000005000 0600000050000014   
0601SGH6Y       20240101000355100000005000 0600000050000014   
0601SGH6Y       20240101000360100000005000 0600000050000014   
0601SGH6Y       20240101000365100000005000 0600000050000014   
0601SGH6Y       20240101000370100000005000 0600000050000013   
0601SGH6Y       20240101000375100000005000 0600000050000013   
0601SGH6Y       20240101000380100000005000 0600000050000013   
0601SGH6Y       20240101000385100000005000 0600000050000013   
0601SGH6Y       20240101000390100000005000 0600000050000013   
0601SGH6Y       20240101000395100000005000 0600000050000013   
0601SGH6Y       20240101000400100000005000 0600000050000012   
0601SGH6Y       20240101000405100000005000 0600000050000012   
0601SGH6Y       20240101000410100000005000 0600000050000012   
0601SGH6Y       20240101000415100000005000 0600000050000012   
0601SGH6Y       20240101000420100000005000 0600000050000012   
0601SGH6Y       20240101000425100000005000 0600000050000012   
0601SGH6Y       20240101000430100000005000 0600000050000012   
0601SGH6Y       20240101000435100000005000 0600000050000011   
0601SGH6Y       20240101000440100000005000 0600000050000011   
0601SGH6Y       20240101000445100000005000 0600000050000011   
0601SGH6Y       20240101000450100000005000 0600000050000011   
0601SGH6Y       20240101000455100000005000 0600000050000011   
0601SGH6Y       20240101000460100000005000 0600000050000011   
0601SGH6Y       20240101000465100000005000 0600000050000011   
0601SGH6Y       20240101000470100000005000 0600000050000011   
0601SGH6Y       20240101000475100000005000 0600000050000010   
0601SGH6Y       20240101000480100000005000 0600000050000010   
0601SGH6Y       20240101000485100000005000 0600000050000010   
0601SGH6Y       20240101000490100000005000 0600000050000010   
0601SGH6Y       20240101000495100000005000 0600000050000010   
0601SGH6Y       20240101000500100000005000 0600000050000010   
0601SGH6Y       20240101000505100000005000 0600000050000010   
0601SGH6Y       20240101000510100000005000 0600000050000010   
0601SGH6Y       20240101000515100000005000 0600000050000010   
0601SGH6Y       20240101000520100000005000 0600000050000010   
0601SGH6Y       20240101000525100000005000 0600000050000009   
0601SGH6Y       20240101000530100000005000 0600000050000009   
0601SGH6Y       20240101000535100000005000 0600000050000009   
0601SGH6Y       20240101000540100000005000 0600000050000009   
0601SGH6Y       20240101000545100000005000 0600000050000009   
0601SGH6Y       20240101000550100000005000 0600000050000009   
0601SGH6Y       20240101000555100000005000 0600000050000009   
0601SGH6Y       20240101000560100000005000 0600000050000009   
0601SGH6Y       20240101000565100000005000 0600000050000009   
0601SGH6Y       20240101000570100000005000 0600000050000009   
0601SGH6Y       20240101000575100000005000 0600000050000009   
0601SGH6Y       20240101000580100000005000 0600000050000009   
0601SGH6Y       20240101000585100000005000 0600000050000009   
0601SGH6Y       20240101000590100000005000 0600000050000008   
0601SGH6Y       20240101000595100000005000 0600000050000008   
0601SGH6Y       20240101000600100000005000 0600000050000008   
0601SGH6Y       20240101000605100000005000 0600000050000008   
0601SGH6Y       20240101000610100000005000 0600000050000008   
0601SGH6Y       20240101000615100000005000 0600000050000008   
0601SGH6Y       20240101000620100000005000 0600000050000008   
0601SGH6Y       20240101000625100000005000 0600000050000008   
0601SGH6Y       20240101000630100000005000 0600000050000008   
0601SGH6Y       20240101000635100000005000 0600000050000008   
0601SGH6Y       20240101000640100000005000 0600000050000008   
0601SGH6Y       20240101000645100000005000 0600000050000008   
0601SGH6Y       20240101000650100000005000 0600000050000008   
0601SGH6Y       20240101000655100000005000 0600000050000008   
0601SGH6Y       20240101000660100000005000 0600000050000008   
0601SGH6Y       20240101000665100000005000 0600000050000007   
0601SGH6Y       20240101000670100000005000 0600000050000007   
0601SGH6Y       20240101000675100000005000 0600000050000007   
0601SGH6Y       20240101000680100000005000 0600000050000007   
0601SGH6Y       20240101000685100000005000 0600000050000007   
0601SGH6Y       20240101000690100000005000 0600000050000007   
0601SGH6Y       20240101000695100000005000 0600000050000007   
0601SGH6Y       20240101000700100000005000 0600000050000007   
0601SGH6Y       20240101000705100000005000 0600000050000007   
0601SGH6Y       20240101000710100000005000 0600000050000007   
0601SGH6Y       20240101000715100000005000 0600000050000007   
0601SGH6Y       20240101000720100000005000 0600000050000007   
0601SGH6Y       20240101000725100000005000 0600000050000007   
0601SGH6Y       20240101000730100000005000 0600000050000007   
0601SGH6Y       20240101000735100000005000 0600000050000007   
0601SGH6Y       20240101000740100000005000 0600000050000007   
0601SGH6Y       20240101000745100000005000 0600000050000007   
0601SGH6Y       20240101000750100000005000 0600000050000007   
0601SGH6Y       20240101000755100000005000 0600000050000007   
0601SGH6Y       20240101000760100000005000 0600000050000007   
0601SGH6Y       20240101000765100000005000 0600000050000007   
0601SGH6Y       20240101000770100000005000 0600000050000006   
0601SGH6Y       20240101000775100000005000 0600000050000006   
0601SGH6Y       20240101000780100000005000 0600000050000006   
0601SGH6Y       20240101000785100000005000 0600000050000006   
0601SGH6Y       20240101000790100000005000 0600000050000006   
0601SGH6Y       20240101000795100000005000 0600000050000006   
0601SGH6Y       20240101000800100000005000 0600000050000006   
0601SGH6Y       20240101000805100000005000 0600000050000006   
0601SGH6Y       20240101000810100000005000 0600000050000006   
0601SGH6Y       20240101000815100000005000 0600000050000006   
0601SGH6Y       20240101000820100000005000 0600000050000006   
0601SGH6Y       20240101000825100000005000 0600000050000006   
0601SGH6Y       20240101000830100000005000 0600000050000006   
0601SGH6Y       20240101000835100000005000 0600000050000006   
0601SGH6Y       20240101000840100000005000 0600000050000006   
0601SGH6Y       20240101000845100000005000 0600000050000006   
0601SGH6Y       20240101000850100000005000 0600000050000006   
0601SGH6Y       20240101000855100000005000 0600000050000006   
0601SGH6Y       20240101000860100000005000 0600000050000006   
0601SGH6Y       20240101000865100000005000 0600000050000006   
0601SGH6Y       20240101000870100000005000 0600000050000006   
0601SGH6Y       20240101000875100000005000 0600000050000006   
0601SGH6Y       20240101000880100000005000 0600000050000006   
0601SGH6Y       20240101000885100000005000 0600000050000006   
0601SGH6Y       20240101000890100000005000 0600000050000006   
0601SGH6Y       20240101000895100000005000 0600000050000006   
0601SGH6Y       20240101000900100000005000 0600000050000006   
0601SGH6Y       20240101000905100000005000 0600000050000006   
0601SGH6Y       20240101000910100000005000 0600000050000005   
0601SGH6Y       20240101000915100000005000 0600000050000005   
0601SGH6Y       20240101000920100000005000 0600000050000005   
0601SGH6Y       20240101000925100000005000 0600000050000005   
0601SGH6Y       20240101000930100000005000 0600000050000005   
0601SGH6Y       20240101000935100000005000 0600000050000005   
0601SGH6Y       20240101000940100000005000 0600000050000005   
0601SGH6Y       20240101000945100000005000 0600000050000005   
0601SGH6Y       20240101000950100000005000 0600000050000005   
0601SGH6Y       20240101000955100000005000 0600000050000005   
0601SGH6Y       20240101000960100000005000 0600000050000005   
0601SGH6Y       20240101000965100000005000 0600000050000005   
0601SGH6Y       20240101000970100000005000 0600000050000005   
0601SGH6Y       20240101000975100000005000 0600000050000005   
0601SGH6Y       20240101000980100000005000 0600000050000006   
0601SGH6Y       20240101000985100000005000 0600000050000011   
0601SGH6Y       20240101000990100000005000 0600000050000014   
0601SGH6Y       20240101000995100000005000 0600000050000018   
0601SGH6Y       20240101001000100000005000 0600000050000021   
0601SGH6Y       20240101001005100000005000 0600000050000026   
0601SGH6Y       20240101001010100000005000 0600000050000031   
0601SGH6Y       20240101001015100000005000 0600000050000034   
0601SGH6Y       20240101001020100000005000 0600000050000038   
0601SGH6Y       20240101001025100000005000 0600000050000041   
0601SGH6Y       20240101001030100000005000 0600000050000046   
0601SGH6Y       20240101001035100000005000 0600000050000050   
0601SGH6Y       20240101001040100000005000 0600000050000053   
0601SGH6Y       20240101001045100000005000 0600000050000058   
0601SGH6Y       20240101001050100000005000 0600000050000061   
0601SGH6Y       20240101001055100000005000 0600000050000065   
0601SGH6Y       20240101001060100000005000 0600000050000071   
0601SGH6Y       20240101001065100000005000 0600000050000076   
0601SGH6Y       20240101001070100000005000 0600000050000083   
0601SGH6Y       20240101001075100000005000 0600000050000087   
0601SGH6Y       20240101001080100000005000 0600000050000093   
0601SGH6Y       20240101001085100000005000 0600000050000100   
0601SGH6Y       20240101001090100000005000 0600000050000104   
0601SGH6Y       20240101001095100000005000 0600000050000111   
0601SGH6Y       20240101001100100000005000 0600000050000115   
0601SGH6Y       20240101001105100000005000 0600000050000121   
0601SGH6Y       20240101001110100000005000 0600000050000127   
0601SGH6Y       20240101001115100000005000 0600000050000131   
0601SGH6Y       20240101001120100000005000 0600000050000138   
0601SGH6Y       20240101001125100000005000 0600000050000141   
0601SGH6Y       20240101001130100000005000 0600000050000147   
0601SGH6Y       20240101001135100000005000 0600000050000153   
0601SGH6Y       20240101001140100000005000 0600000050000157   
0601SGH6Y       20240101001145100000005000 0600000050000163   
0601SGH6Y       20240101001150100000005000 0600000050000167   
0601SGH6Y       20240101001155100000005000 0600000050000173   
